item_id,labels,en,es,de,fr,nl,it,pt
parent_survey_child_641,HomeHOME35,Half the time,La mitad de las veces,Die Hälfte der Zeit,La moitié du temps,De helft van de tijd,,
parent_survey_child_642,HomeHOME35,Less than half the time,Menos de la mitad de las veces,Weniger als die Hälfte der Zeit,Moins de la moitié du temps,Minder dan de helft van de tijd,,
parent_survey_child_643,HomeHOME35,Almost never,Casi nunca,Fast nie,Presque jamais,Bijna nooit,,
parent_survey_child_644,HomeHOME36,How often is your child expected to help with keeping shared living areas neat and clean?,¿Con qué frecuencia se espera que su niño(a) ayude a mantener ordenadas y limpias las áreas comunes?,"Wie oft wird von Ihrem Kind erwartet, dass es bei der Ordnung und Sauberkeit der gemeinsamen Wohnbereiche hilft?",À quelle fréquence est-il attendu de votre enfant qu'il participe au maintien de la propreté des espaces de vie partagés ?,Hoe vaak wordt van uw kind verwacht dat hij/zij helpt bij het netjes en schoon houden van gezamenlijke woonruimtes?,,
parent_survey_child_645,HomeHOME36,Almost always,Casi siempre,Fast immer,Presque toujours,Bijna altijd,,
parent_survey_child_646,HomeHOME36,More than half the time,Más de la mitad de las veces,Mehr als die Hälfte der Zeit,Plus de la moitié du temps,Meer dan de helft van de tijd,,
parent_survey_child_647,HomeHOME36,Half the time,La mitad de las veces,Die Hälfte der Zeit,La moitié du temps,De helft van de tijd,,
parent_survey_child_648,HomeHOME36,Less than half the time,Menos de la mitad de las veces,Weniger als die Hälfte der Zeit,Moins de la moitié du temps,Minder dan de helft van de tijd,,
parent_survey_child_649,HomeHOME36,Almost never,Casi nunca,Fast nie,Presque jamais,Bijna nooit,,
parent_survey_child_650,HomeHOME37,"How often is your child expected to do routine chores such as mow the lawn, help with dinner, wash dishes, etc.?","¿Con qué frecuencia se espera que su niño(a) realice tareas rutinarias como cortar el césped, ayudar con la cena, lavar los platos, etc.?","Wie oft wird von Ihrem Kind erwartet, dass es Routinearbeiten wie Rasen mähen, beim Abendessen helfen, Geschirr spülen usw. erledigt?","À quelle fréquence est-il attendu de votre enfant qu'il effectue des tâches routinières telles que tondre la pelouse, aider lors du dîner, faire la vaisselle, etc.?","Hoe vaak wordt van uw kind verwacht dat hij/zij routineklusjes uitvoert zoals het gazon maaien, helpen met het avondeten, de afwas doen, etc.?",,
parent_survey_child_651,HomeHOME37,Almost always,Casi siempre,Fast immer,Presque toujours,Bijna altijd,,
parent_survey_child_652,HomeHOME37,More than half the time,Más de la mitad de las veces,Mehr als die Hälfte der Zeit,Plus de la moitié du temps,Meer dan de helft van de tijd,,
parent_survey_child_653,HomeHOME37,Half the time,La mitad de las veces,Die Hälfte der Zeit,La moitié du temps,De helft van de tijd,,
parent_survey_child_654,HomeHOME37,Less than half the time,Menos de la mitad de las veces,Weniger als die Hälfte der Zeit,Moins de la moitié du temps,Minder dan de helft van de tijd,,
parent_survey_child_655,HomeHOME37,Almost never,Casi nunca,Fast nie,Presque jamais,Bijna nooit,,
parent_survey_child_656,HomeHOME38,"How often is your child expected to help manage his/her own time (get up on time, be ready for school, etc.)?","¿Con qué frecuencia se espera que su niño(a) administre su tiempo por sí mismo(a)  (levantarse a la hora, prepararse para ir al colegio, etc.)?","Wie oft wird von Ihrem Kind erwartet, dass es seine Zeit selbst einteilt (pünktlich aufstehen, für die Schule bereit sein usw.)","À quelle fréquence est-il attendu de votre enfant qu'il gère son propre temps (se lever à l'heure, être prêt pour l'école, etc.) ?","Hoe vaak wordt van uw kind verwacht dat hij/zij zijn/haar eigen tijd beheert (op tijd opstaan, klaar zijn voor school, etc.)?",,
parent_survey_child_657,HomeHOME38,Almost always,Casi siempre,Fast immer,Presque toujours,Bijna altijd,,
parent_survey_child_658,HomeHOME38,More than half the time,Más de la mitad de las veces,Mehr als die Hälfte der Zeit,Plus de la moitié du temps,Meer dan de helft van de tijd,,
parent_survey_child_659,HomeHOME38,Half the time,La mitad de las veces,Die Hälfte der Zeit,La moitié du temps,De helft van de tijd,,
parent_survey_child_660,HomeHOME38,Less than half the time,Menos de la mitad de las veces,Weniger als die Hälfte der Zeit,Moins de la moitié du temps,Minder dan de helft van de tijd,,
parent_survey_child_661,HomeHOME38,Almost never,Casi nunca,Fast nie,Presque jamais,Bijna nooit,,
parent_survey_child_662,SelfParentStressNCSHh9,"<b>DURING THE PAST MONTH</b>, how often have you felt...","DURANTE <b>EL ÚLTIMO MES</b>, ¿con qué frecuencia ha sentido...",<b>WIE OFT HATTEN SIE IM LETZTEN MONAT</b> das Gefühl...,"<b>PENDANT LE MOIS PASSÉ</b>, à quelle fréquence avez-vous ressenti...","<b>IN DE AFGELOPEN MAAND</b>, hoe vaak heeft u het gevoel gehad...",,
parent_survey_child_663,SelfParentStressNCSHh9,Never,Nunca,Nie,Jamais,Nooit,,
parent_survey_child_664,SelfParentStressNCSHh9,Rarely,Rara vez,Selten,Rarement,Zelden,,
parent_survey_child_665,SelfParentStressNCSHh9,Sometimes,A veces,Manchmal,Parfois,Soms,,
parent_survey_child_666,SelfParentStressNCSHh9,Usually,Usualmente,Gewöhnlich,Souvent,Gewoonlijk,,
parent_survey_child_667,SelfParentStressNCSHh9,Always,Siempre,Immer,Toujours,Altijd,,
parent_survey_child_668,SelfParentStressNCSHh9,that your child is much harder to care for than most children their age?,que su niño(a) es mucho más difícil de cuidar que la mayoría de los niños(as) de su edad?,"dass es viel schwieriger ist, sich um Ihr Kind zu kümmern als um andere Kinder seines Alters?",que votre enfant est beaucoup plus difficile à soigner que la plupart des enfants de son âge ?,dat uw kind veel moeilijker te verzorgen is dan de meeste kinderen van hun leeftijd?,,
parent_survey_child_669,SelfParentStressNCSHh9,that your child does things that really bother you a lot?,que su niño(a) hace cosas que le molestan mucho?,"dass Ihr Kind Dinge tut, die Sie wirklich sehr stören?",que votre enfant fait des choses qui vous dérangent beaucoup ?,dat uw kind dingen doet die u heel erg storen?,,
parent_survey_child_670,SelfParentStressNCSHh9,angry with your child?,rabia hacia su niño(a)?,wütend auf Ihr Kind zu sein?,en colère contre votre enfant ?,boos op uw kind?,,
parent_survey_child_671,SelfParentRohner,"These statements describe ways different caregivers act toward their children. Please think about how well each statement describes the way you treat your child. Respond as to whether you do each item ""almost never"", ""once a month"", ""once a week"", ""every day"".","Las siguientes afirmaciones describen la forma en que diferentes padres actúan con sus hijos(as). Piense si cada afirmación describe la forma en que usted trata a su niño(a). Responda con qué frecuencia actúa de esa forma: Nunca o casi nunca, Una vez al mes, Una vez a la semana, Todos los días.","Diese Aussagen beschreiben, wie sich verschiedene Betreuungspersonen gegenüber ihren Kindern verhalten. Bitte denken Sie darüber nach, wie gut jede Aussage die Art und Weise beschreibt, wie Sie Ihr Kind behandeln. Geben Sie an, ob Sie jeden Punkt fast jeden Tag, einmal pro Woche, einmal im Monat oder fast nie tun.","Ces déclarations décrivent la façon dont différents soignants agissent envers leurs enfants. Veuillez penser à quelle mesure chaque déclaration décrit la façon dont vous traitez votre enfant. Répondez si chaque élément s'applique ""presque jamais"", ""une fois par mois"", ""une fois par semaine"", ""chaque jour"".","Deze uitspraken beschrijven hoe verschillende verzorgers zich gedragen tegenover hun kinderen. Denk na over hoe goed elke uitspraak beschrijft hoe u uw kind behandelt. Beantwoord of u elk item ""bijna nooit"", ""een keer per maand"", ""een keer per week"", ""elke dag"" doet.",,
parent_survey_child_672,SelfParentRohner,Never or almost never,Nunca o casi nunca,Nie oder fast nie,Jamais ou presque jamais,Nooit of bijna nooit,,
parent_survey_child_673,SelfParentRohner,Once a month,Una vez al mes,Einmal im Monat,Une fois par mois,Één keer per maand,,
parent_survey_child_674,SelfParentRohner,Once a week,Una vez a la semana,Einmal in der Woche,Une fois par semaine,Één keer per week,,
parent_survey_child_675,SelfParentRohner,Every day,Todos los días,Jeden Tag,Tous les jours,Elke dag,,
parent_survey_child_676,SelfParentRohner,I see to it that my child knows exactly what (s)he may or may not do.,Me cercioro de que mi niño(a) sepa exactamente lo que puede o no puede hacer.,"Ich sorge dafür, dass mein Kind genau weiß, was es tun darf und was nicht.",Je fais en sorte que mon enfant sache exactement ce qu'il peut ou ne peut pas faire.,Ik zorg ervoor dat mijn kind precies weet wat hij/zij wel of niet mag doen.,,
parent_survey_child_677,SelfParentRohner,I always tell my child how (s)he should behave.,Siempre le digo cómo él(ella) debe comportarse.,"Ich sage meinem Kind immer, wie es sich verhalten soll.",Je dis toujours à mon enfant comment il doit se comporter.,Ik vertel mijn kind altijd hoe hij/zij zich moet gedragen.,,
parent_survey_child_678,SelfParentRohner,I insist that my child do exactly as (s)he is told.,Insisto en que mi niño(a) haga exactamente lo que se le dice.,"Ich bestehe darauf, dass mein Kind genau das tut, was ihm/ihr gesagt wird.",J'insiste pour que mon enfant fasse exactement ce qu'on lui dit.,Ik dring erop aan dat mijn kind precies doet wat hem/haar is gezegd.,,
parent_survey_child_679,SelfParentRohner,I make my child feel wanted and needed.,Hago que mi niño(a) se sienta querido y necesitado.,"Ich gebe meinem Kind das Gefühl, gewollt und gebraucht zu werden.",Je fais en sorte que mon enfant se sente aimé et nécessaire.,Ik geef mijn kind het gevoel gewenst en nodig te zijn.,,
parent_survey_child_680,SelfParentRohner,I let my child do anything (s)he wants to do.,Dejo que mi niño(a) haga lo que quiera.,"Ich lasse mein Kind alles tun, was es tun möchte.",Je laisse mon enfant faire tout ce qu'il veut faire.,Ik laat mijn kind alles doen wat hij/zij wil doen.,,
parent_survey_child_681,SelfParentRohner,I make my child feel what (s)he does is important.,Hago que mi niño(a) sienta que lo que hace es importante.,"Ich gebe meinem Kind das Gefühl, dass das, was es tut, wichtig ist.",Je fais en sorte que mon enfant sente que ce qu'il fait est important.,Ik zorg ervoor dat mijn kind zich belangrijk voelt over wat hij/zij doet.,,
parent_survey_child_682,SelfParentRohner,I care about what my child thinks and encourage her/him to talk about it.,Me preocupo por lo que piensa mi niño(a) y le animo a hablar de ello.,"Es ist mir wichtig, was mein Kind denkt, und ich ermutige es, darüber zu sprechen.",Je m'intéresse à ce que pense mon enfant et l'encourage à en parler.,Het is mij belangrijk wat mijn kind denkt en ik moedig hem/haar aan om erover te praten.,,
parent_survey_child_683,SelfParentRohner,I want to control whatever my child does.,Quiero controlar todo lo que hace mi niño(a).,"Ich möchte kontrollieren, was mein Kind tut.",Je veux contrôler tout ce que fait mon enfant.,Ik wil controle hebben over wat mijn kind doet.,,
parent_survey_child_684,SelfParentRohner,I let my child know I love him/her.,Le hago saber a mi niño(a) que siento amor por él/ella.,"Ich lasse mein Kind wissen, dass ich es liebe.",Je fais savoir à mon enfant que je l'aime.,Ik laat mijn kind weten dat ik van hem/haar houd.,,
parent_survey_child_685,SelfParentRohner,I treat my child gently and kindly.,Trato a mi niño(a) con delicadeza y amabilidad.,Ich behandle mein Kind sanft und freundlich.,Je traite mon enfant avec douceur et gentillesse.,Ik behandel mijn kind zacht en vriendelijk.,,
parent_survey_child_686,SelfParentMICS,All adults use certain ways to teach children the right behavior or to address a behavior problem. Please read the following methods that are used and select whether you or anyone else in your household has used this with your child in the <b>past month</b>.,"Todos los adultos utilizan ciertos métodos para enseñar a los niños(as) el comportamiento correcto o para abordar un problema de comportamiento. Por favor, lea los siguientes métodos y, para cada uno, seleccione si usted u otra persona de su hogar lo ha utilizado con este niño(a) en el <b>último mes</b>.","Alle Erwachsenen verwenden bestimmte Methoden, um Kindern das richtige Verhalten beizubringen oder ein Verhaltensproblem anzugehen. Bitte lesen Sie die folgenden Methoden und wählen Sie aus, ob Sie oder eine andere Person in Ihrem Haushalt diese im <b>letzten Monat</b> bei diesem Kind angewendet hat.",Tous les adultes adoptent certaines méthodes pour enseigner aux enfants le bon comportement ou pour résoudre un problème de comportement. Veuillez lire les méthodes suivantes qui sont utilisées et sélectionner si vous ou quelqu'un d'autre dans votre foyer avez utilisé cela avec votre enfant au cours du <b>mois passé</b>.,Alle volwassenen gebruiken bepaalde manieren om kinderen het juiste gedrag bij te brengen of om een gedragsprobleem aan te pakken. Lees alstublieft de volgende methoden en selecteer of u of een ander persoon in uw huishouden dit in de <b>afgelopen maand</b> bij dit kind heeft gebruikt.,,
parent_survey_child_687,SelfParentMICS1,"Took away privileges, forbade something my child liked, or did not allow him/her to leave the house.","Le quitó privilegios, le prohibió algo que le gusta al niño(a) o no le permite salir de casa","Sie haben Privilegien entzogen, ihrem Kind etwas verboten, was es mochte, oder ihm nicht erlaubt, das Haus zu verlassen.","A retiré des privilèges, interdit quelque chose que mon enfant aimait ou ne lui a pas permis de quitter la maison.","Privileges wegnemen, hem/haar iets verbieden wat hij/zij leuk vond, of hem/haar niet toestaan het huis te verlaten.",,
parent_survey_child_688,SelfParentMICS1,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_689,SelfParentMICS1,No,No,Nein,Non,Nee,,
parent_survey_child_690,SelfParentMICS2,Explained why something (the behavior) was wrong.,Explicó por qué algo (el comportamiento) estaba mal.,"Sie erklärten ihm, warum etwas (das Verhalten) falsch war.",Expliqué pourquoi quelque chose (le comportement) était mal.,Uitleggen waarom iets (het gedrag) fout was.,,
parent_survey_child_691,SelfParentMICS2,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_692,SelfParentMICS2,No,No,Nein,Non,Nee,,
parent_survey_child_693,SelfParentMICS4,"Shouted, yelled at or screamed at him/her.",Le ha gritado o vociferado al niño(a).,Sie haben es angebrüllt oder angeschrien.,"Crié, hurlé ou crié après lui/elle.","Tegen hem/haar schreeuwen, roepen of schreeuwen.",,
parent_survey_child_694,SelfParentMICS4,Yes,Sí,Ja,Oui,Ja,,
parent_survey_child_695,SelfParentMICS4,No,No,Nein,Non,Nee,,
parent_survey_child_696,SelfParentMICS6,"Spanked, hit, or slapped him/her.",Le ha pegado o abofeteado al niño(a).,"Sie haben es versohlt, geschlagen oder geohrfeigt.","Fessé, frappé ou giflé lui/elle.","Een pak slaag, slaan of een klap geven.",,
